Booking_ID,Booking_Date,Check_in_Date,Check_out_Date,Room_Type,Rate_Plan,Booked_Rate,Number_of_Nights,Number_of_Guests,Booking_Channel,Cancellation_Status,Revenue_Generated
BKG08901,2024-12-31,2026-05-23,2026-05-28,Suite,Early Bird (> 30 days),2139903.52,5,2,Website,Cancelled,0.0
BKG08902,2024-12-31,2026-05-24,2026-05-27,Deluxe,Early Bird (> 30 days),1293814.77,3,2,Website,Confirmed,3881444.31
BKG08903,2024-12-31,2026-05-24,2026-05-27,Deluxe,Early Bird (> 30 days) + Member,1178026.91,3,3,OTA,Confirmed,3534080.7299999995
BKG08904,2024-12-31,2026-05-24,2026-05-30,Deluxe,Early Bird (> 30 days),1319614.9,6,3,OTA,Confirmed,7917689.399999999
BKG08905,2024-12-31,2026-05-24,2026-05-30,Deluxe,Early Bird (> 30 days),1412454.2,6,1,Direct,Confirmed,8474725.2
BKG08906,2024-12-31,2026-05-24,2026-05-29,Deluxe,Early Bird (> 30 days),1414212.29,5,1,Website,Confirmed,7071061.45
BKG08907,2024-12-31,2026-05-24,2026-05-28,Deluxe,Early Bird (> 30 days),1397433.14,4,2,OTA,Confirmed,5589732.56
BKG08908,2024-12-31,2026-05-24,2026-05-26,Deluxe,Early Bird (> 30 days) + Member,1157672.1,2,3,OTA,Confirmed,2315344.2
BKG08909,2024-12-31,2026-05-24,2026-05-31,Deluxe,Early Bird (> 30 days),1291273.47,7,1,OTA,Confirmed,9038914.29
BKG08910,2024-12-31,2026-05-24,2026-05-28,Suite,Early Bird (> 30 days),2011755.48,4,2,Website,Cancelled,0.0
BKG08911,2024-12-31,2026-05-24,2026-05-26,Suite,Early Bird (> 30 days),2115237.34,2,1,Walk-in,Confirmed,4230474.68
BKG08912,2024-12-31,2026-05-25,2026-05-28,Standard,Early Bird (> 30 days),1203976.92,3,3,Direct,Cancelled,0.0
BKG08913,2024-12-31,2026-05-25,2026-05-28,Standard,Early Bird (> 30 days),1150224.02,3,3,Website,Confirmed,3450672.06
BKG08914,2024-12-31,2026-05-25,2026-05-28,Suite,Early Bird (> 30 days),2158101.46,3,2,OTA,Confirmed,6474304.38
BKG08915,2024-12-31,2026-05-25,2026-05-30,Suite,Early Bird (> 30 days),2174257.85,5,2,OTA,Confirmed,10871289.25
BKG08916,2024-12-31,2026-05-26,2026-05-30,Standard,Early Bird (> 30 days),1193338.86,4,2,OTA,Confirmed,4773355.44
BKG08917,2024-12-31,2026-05-26,2026-05-29,Standard,Early Bird (> 30 days),1215577.78,3,2,OTA,Cancelled,0.0
BKG08918,2024-12-31,2026-05-26,2026-05-30,Standard,Early Bird (> 30 days),1218262.25,4,2,Website,Confirmed,4873049.0
BKG08919,2024-12-31,2026-05-26,2026-05-28,Standard,Early Bird (> 30 days) + Member,1114652.0,2,1,Direct,Confirmed,2229304.0
BKG08920,2024-12-31,2026-05-26,2026-05-31,Standard,Early Bird (> 30 days),1201607.36,5,2,OTA,Confirmed,6008036.800000001
BKG08921,2024-12-31,2026-05-26,2026-05-28,Standard,Early Bird (> 30 days) + Member,1054246.14,2,3,Direct,Confirmed,2108492.28
BKG08922,2024-12-31,2026-05-26,2026-06-01,Standard,Early Bird (> 30 days),1186303.05,6,3,Walk-in,Confirmed,7117818.300000001
BKG08923,2024-12-31,2026-05-26,2026-05-28,Standard,Early Bird (> 30 days),1191212.28,2,1,Website,Confirmed,2382424.56
BKG08924,2024-12-31,2026-05-26,2026-05-28,Standard,Early Bird (> 30 days),1181662.0,2,3,OTA,Confirmed,2363324.0
BKG08925,2024-12-31,2026-05-26,2026-05-31,Standard,Early Bird (> 30 days),1246564.04,5,1,Website,Confirmed,6232820.2
BKG08926,2024-12-31,2026-05-26,2026-05-27,Standard,Early Bird (> 30 days),1225148.18,1,2,Website,Confirmed,1225148.18
BKG08927,2024-12-31,2026-05-26,2026-05-31,Deluxe,Early Bird (> 30 days),1388879.1,5,2,OTA,Confirmed,6944395.5
BKG08928,2024-12-31,2026-05-26,2026-05-29,Deluxe,Early Bird (> 30 days),1350669.21,3,2,OTA,Confirmed,4052007.63
BKG08929,2024-12-31,2026-05-26,2026-06-01,Suite,Early Bird (> 30 days),2007943.95,6,3,OTA,Confirmed,12047663.7
BKG08930,2024-12-31,2026-05-26,2026-06-02,Suite,Early Bird (> 30 days),2150854.55,7,1,Direct,Confirmed,15055981.849999998
BKG08931,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days),1159006.66,4,2,Website,Confirmed,4636026.64
BKG08932,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days),1180391.25,4,1,OTA,Confirmed,4721565.0
BKG08933,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days) + Member,1039663.1,2,2,OTA,Confirmed,2079326.2
BKG08934,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days) + Member,1050806.94,5,3,Direct,Confirmed,5254034.699999999
BKG08935,2024-12-31,2026-05-27,2026-05-30,Standard,Early Bird (> 30 days),1191962.53,3,1,OTA,Confirmed,3575887.59
BKG08936,2024-12-31,2026-05-27,2026-06-02,Standard,Early Bird (> 30 days) + Member,1080038.09,6,2,Walk-in,Confirmed,6480228.540000001
BKG08937,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1153849.9,5,2,Direct,Confirmed,5769249.5
BKG08938,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1206470.87,5,2,Website,Confirmed,6032354.350000001
BKG08939,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days),1244737.43,2,2,OTA,Confirmed,2489474.86
BKG08940,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days) + Member,1038711.03,2,2,Direct,Confirmed,2077422.06
BKG08941,2024-12-31,2026-05-27,2026-06-02,Standard,Early Bird (> 30 days),1219985.53,6,3,Website,Cancelled,0.0
BKG08942,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days),1246681.07,2,1,OTA,Confirmed,2493362.14
BKG08943,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days),1196200.04,4,3,Direct,Cancelled,0.0
BKG08944,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days),1173854.87,4,3,Walk-in,Confirmed,4695419.48
BKG08945,2024-12-31,2026-05-27,2026-06-02,Standard,Early Bird (> 30 days) + Member,1067262.52,6,1,OTA,Confirmed,6403575.12
BKG08946,2024-12-31,2026-05-27,2026-06-03,Standard,Early Bird (> 30 days),1234038.23,7,3,Website,Confirmed,8638267.61
BKG08947,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days) + Member,1083053.84,2,1,Direct,Confirmed,2166107.68
BKG08948,2024-12-31,2026-05-27,2026-05-30,Standard,Early Bird (> 30 days),1246400.95,3,1,Website,Confirmed,3739202.8499999996
BKG08949,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1244960.1,5,1,Website,Confirmed,6224800.5
BKG08950,2024-12-31,2026-05-27,2026-05-29,Standard,Early Bird (> 30 days),1195464.07,2,3,Website,Confirmed,2390928.14
BKG08951,2024-12-31,2026-05-27,2026-06-02,Standard,Early Bird (> 30 days),1179926.37,6,3,Direct,Cancelled,0.0
BKG08952,2024-12-31,2026-05-27,2026-06-02,Standard,Early Bird (> 30 days),1144569.74,6,3,Website,Confirmed,6867418.4399999995
BKG08953,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days) + Member,1114548.91,4,1,Direct,Cancelled,0.0
BKG08954,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1239637.27,5,3,Website,Confirmed,6198186.35
BKG08955,2024-12-31,2026-05-27,2026-05-31,Standard,Early Bird (> 30 days),1182568.13,4,1,Direct,Cancelled,0.0
BKG08956,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days) + Member,1061423.73,5,3,Website,Confirmed,5307118.65
BKG08957,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1228048.51,5,3,Direct,Confirmed,6140242.55
BKG08958,2024-12-31,2026-05-27,2026-06-01,Standard,Early Bird (> 30 days),1192128.5,5,2,OTA,Confirmed,5960642.5
BKG08959,2024-12-31,2026-05-27,2026-05-30,Standard,Early Bird (> 30 days),1219775.93,3,1,Website,Confirmed,3659327.79
BKG08960,2024-12-31,2026-05-27,2026-05-29,Deluxe,Early Bird (> 30 days),1376972.01,2,2,OTA,Cancelled,0.0
BKG08961,2024-12-31,2026-05-27,2026-05-31,Deluxe,Early Bird (> 30 days) + Member,1237731.98,4,1,Website,Confirmed,4950927.92
BKG08962,2024-12-31,2026-05-27,2026-06-01,Deluxe,Early Bird (> 30 days),1388376.73,5,1,OTA,Cancelled,0.0
BKG08963,2024-12-31,2026-05-27,2026-06-01,Deluxe,Early Bird (> 30 days) + Member,1240749.98,5,1,Website,Confirmed,6203749.9
BKG08964,2024-12-31,2026-05-27,2026-05-30,Deluxe,Early Bird (> 30 days),1413941.7,3,3,OTA,Confirmed,4241825.1
BKG08965,2024-12-31,2026-05-27,2026-06-01,Deluxe,Early Bird (> 30 days),1304279.61,5,2,OTA,Confirmed,6521398.050000001
BKG08966,2024-12-31,2026-05-27,2026-05-31,Deluxe,Early Bird (> 30 days) + Member,1215707.39,4,2,Direct,Cancelled,0.0
BKG08967,2024-12-31,2026-05-27,2026-06-01,Deluxe,Early Bird (> 30 days),1337627.08,5,3,OTA,Confirmed,6688135.4
BKG08968,2024-12-31,2026-05-27,2026-05-30,Suite,Early Bird (> 30 days) + Member,1939462.19,3,2,Website,Confirmed,5818386.57
BKG08969,2024-12-31,2026-05-27,2026-05-30,Suite,Early Bird (> 30 days),2168394.41,3,2,Website,Confirmed,6505183.23
BKG08970,2024-12-31,2026-05-27,2026-06-02,Suite,Early Bird (> 30 days),2062944.6,6,1,OTA,Confirmed,12377667.600000001
BKG08971,2024-12-31,2026-05-28,2026-06-02,Deluxe,Early Bird (> 30 days),1308810.48,5,2,Direct,Confirmed,6544052.4
BKG08972,2024-12-31,2026-05-28,2026-06-02,Deluxe,Early Bird (> 30 days) + Member,1172711.77,5,1,Direct,Confirmed,5863558.85
BKG08973,2024-12-31,2026-05-28,2026-05-30,Deluxe,Early Bird (> 30 days),1299640.04,2,2,OTA,Confirmed,2599280.08
BKG08974,2024-12-31,2026-05-28,2026-06-01,Deluxe,Early Bird (> 30 days),1354893.72,4,1,Website,Confirmed,5419574.88
BKG08975,2024-12-31,2026-05-28,2026-05-31,Suite,Early Bird (> 30 days) + Member,1800125.56,3,2,Website,Confirmed,5400376.68
BKG08976,2024-12-31,2026-05-29,2026-06-04,Standard,Early Bird (> 30 days),1218816.6,6,3,OTA,Confirmed,7312899.600000001
BKG08977,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days) + Member,1111002.59,4,3,OTA,Confirmed,4444010.36
BKG08978,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1177056.59,4,1,Website,Confirmed,4708226.36
BKG08979,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1136971.26,4,1,Website,Confirmed,4547885.04
BKG08980,2024-12-31,2026-05-30,2026-06-02,Standard,Early Bird (> 30 days),1228413.26,3,3,Walk-in,Confirmed,3685239.7800000003
BKG08981,2024-12-31,2026-05-30,2026-06-02,Standard,Early Bird (> 30 days),1184314.72,3,2,Website,Confirmed,3552944.16
BKG08982,2024-12-31,2026-05-30,2026-06-02,Standard,Early Bird (> 30 days),1194049.32,3,2,Walk-in,Cancelled,0.0
BKG08983,2024-12-31,2026-05-30,2026-06-01,Standard,Early Bird (> 30 days),1253092.78,2,1,OTA,Confirmed,2506185.56
BKG08984,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1209230.9,4,3,Website,Confirmed,4836923.6
BKG08985,2024-12-31,2026-05-30,2026-06-04,Standard,Early Bird (> 30 days) + Member,1080725.17,5,2,Direct,Confirmed,5403625.85
BKG08986,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1227741.99,4,2,OTA,Confirmed,4910967.96
BKG08987,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1161412.43,4,2,Walk-in,Confirmed,4645649.72
BKG08988,2024-12-31,2026-05-30,2026-05-31,Standard,Early Bird (> 30 days) + Member,1024662.19,1,2,Direct,Confirmed,1024662.19
BKG08989,2024-12-31,2026-05-30,2026-06-01,Standard,Early Bird (> 30 days),1156703.76,2,1,Direct,Confirmed,2313407.52
BKG08990,2024-12-31,2026-05-30,2026-05-31,Standard,Early Bird (> 30 days) + Member,1021697.23,1,2,OTA,Confirmed,1021697.23
BKG08991,2024-12-31,2026-05-30,2026-06-02,Standard,Early Bird (> 30 days) + Member,1067180.88,3,1,Website,Confirmed,3201542.6399999997
BKG08992,2024-12-31,2026-05-30,2026-06-01,Standard,Early Bird (> 30 days),1248502.33,2,2,Direct,Confirmed,2497004.66
BKG08993,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1240172.21,4,2,Direct,Confirmed,4960688.84
BKG08994,2024-12-31,2026-05-30,2026-06-01,Standard,Early Bird (> 30 days),1247328.81,2,1,Direct,Confirmed,2494657.62
BKG08995,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1206294.8,4,2,OTA,Confirmed,4825179.2
BKG08996,2024-12-31,2026-05-30,2026-06-04,Standard,Early Bird (> 30 days),1146228.47,5,2,Website,Confirmed,5731142.35
BKG08997,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1246908.18,4,1,Direct,Confirmed,4987632.72
BKG08998,2024-12-31,2026-05-30,2026-06-01,Standard,Early Bird (> 30 days),1221688.45,2,1,Walk-in,Confirmed,2443376.9
BKG08999,2024-12-31,2026-05-30,2026-06-05,Standard,Early Bird (> 30 days),1164850.22,6,2,OTA,Confirmed,6989101.32
BKG09000,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1223117.51,4,2,OTA,Confirmed,4892470.04
BKG09001,2024-12-31,2026-05-30,2026-06-04,Standard,Early Bird (> 30 days) + Member,1020936.26,5,2,Direct,Confirmed,5104681.3
BKG09002,2024-12-31,2026-05-30,2026-06-03,Standard,Early Bird (> 30 days),1149862.88,4,2,Website,Confirmed,4599451.52
BKG09003,2024-12-31,2026-05-30,2026-06-01,Deluxe,Early Bird (> 30 days) + Member,1159847.05,2,1,Direct,Confirmed,2319694.1
BKG09004,2024-12-31,2026-05-30,2026-06-03,Deluxe,Early Bird (> 30 days),1358064.56,4,2,OTA,Confirmed,5432258.24
BKG09005,2024-12-31,2026-05-30,2026-06-04,Deluxe,Early Bird (> 30 days),1333793.01,5,2,OTA,Confirmed,6668965.05
BKG09006,2024-12-31,2026-05-30,2026-05-31,Deluxe,Early Bird (> 30 days) + Member,1186686.04,1,2,Website,Confirmed,1186686.04
BKG09007,2024-12-31,2026-05-30,2026-05-31,Deluxe,Early Bird (> 30 days) + Member,1261866.92,1,1,Website,Confirmed,1261866.92
BKG09008,2024-12-31,2026-05-30,2026-05-31,Deluxe,Early Bird (> 30 days) + Member,1212256.18,1,1,Website,Confirmed,1212256.18
BKG09009,2024-12-31,2026-05-30,2026-06-03,Suite,Early Bird (> 30 days),2180267.81,4,2,Direct,Confirmed,8721071.24
BKG09010,2024-12-31,2026-05-30,2026-06-03,Suite,Early Bird (> 30 days) + Member,1903233.86,4,2,Walk-in,Confirmed,7612935.44
BKG09011,2024-12-31,2026-05-31,2026-06-03,Deluxe,Early Bird (> 30 days),1378204.26,3,3,Walk-in,Cancelled,0.0
BKG09012,2024-12-31,2026-05-31,2026-06-04,Deluxe,Early Bird (> 30 days),1385159.09,4,1,OTA,Confirmed,5540636.36
BKG09013,2024-12-31,2026-05-31,2026-06-04,Deluxe,Early Bird (> 30 days),1401894.68,4,1,OTA,Confirmed,5607578.72
BKG09014,2024-12-31,2026-05-31,2026-06-03,Deluxe,Early Bird (> 30 days),1334919.1,3,1,Direct,Confirmed,4004757.3000000003
BKG09015,2024-12-31,2026-05-31,2026-06-06,Deluxe,Early Bird (> 30 days),1290374.27,6,1,Direct,Confirmed,7742245.62
BKG09016,2024-12-31,2026-05-31,2026-06-04,Deluxe,Early Bird (> 30 days) + Member,1185705.4,4,1,Website,Cancelled,0.0
BKG09017,2024-12-31,2026-05-31,2026-06-04,Deluxe,Early Bird (> 30 days) + Member,1187692.8,4,3,Direct,Confirmed,4750771.2
BKG09018,2024-12-31,2026-05-31,2026-06-03,Deluxe,Early Bird (> 30 days) + Member,1236240.61,3,3,Direct,Confirmed,3708721.83
BKG09019,2024-12-31,2026-05-31,2026-06-04,Suite,Early Bird (> 30 days),2101137.16,4,2,Website,Confirmed,8404548.64
BKG09020,2024-12-31,2026-05-31,2026-06-04,Suite,Early Bird (> 30 days),2126995.09,4,3,OTA,Confirmed,8507980.36
BKG09021,2024-12-31,2026-05-31,2026-06-05,Suite,Early Bird (> 30 days),2140951.44,5,2,Website,Confirmed,10704757.2
BKG09022,2024-12-31,2026-06-01,2026-06-04,Standard,Early Bird (> 30 days) + Member,1087702.78,3,1,OTA,Confirmed,3263108.34
BKG09023,2024-12-31,2026-06-01,2026-06-05,Standard,Early Bird (> 30 days),1175908.96,4,2,Website,Confirmed,4703635.84
BKG09024,2024-12-31,2026-06-01,2026-06-05,Standard,Early Bird (> 30 days),1199333.28,4,3,OTA,Confirmed,4797333.12
BKG09025,2024-12-31,2026-06-01,2026-06-06,Deluxe,Early Bird (> 30 days) + Member,1252700.36,5,1,Direct,Confirmed,6263501.800000001
BKG09026,2024-12-31,2026-06-01,2026-06-06,Deluxe,Early Bird (> 30 days),1343980.39,5,3,OTA,Confirmed,6719901.949999999
BKG09027,2024-12-31,2026-06-01,2026-06-03,Deluxe,Early Bird (> 30 days) + Member,1198949.18,2,2,Walk-in,Confirmed,2397898.36
BKG09028,2024-12-31,2026-06-01,2026-06-04,Suite,Early Bird (> 30 days),2141273.9,3,2,OTA,Confirmed,6423821.699999999
BKG09029,2024-12-31,2026-06-01,2026-06-04,Suite,Early Bird (> 30 days),2069314.81,3,1,Direct,Confirmed,6207944.43
BKG09030,2024-12-31,2026-06-02,2026-06-07,Standard,Early Bird (> 30 days),1163023.22,5,1,Website,Confirmed,5815116.1
BKG09031,2024-12-31,2026-06-02,2026-06-06,Standard,Early Bird (> 30 days) + Member,1098368.64,4,1,Website,Confirmed,4393474.56
BKG09032,2024-12-31,2026-06-02,2026-06-03,Standard,Early Bird (> 30 days) + Member,1073415.81,1,3,Direct,Confirmed,1073415.81
BKG09033,2024-12-31,2026-06-02,2026-06-05,Standard,Early Bird (> 30 days),1142940.1,3,2,OTA,Confirmed,3428820.3000000003
BKG09034,2024-12-31,2026-06-02,2026-06-05,Standard,Early Bird (> 30 days) + Member,1125119.89,3,3,Website,Confirmed,3375359.67
BKG09035,2024-12-31,2026-06-02,2026-06-03,Standard,Early Bird (> 30 days) + Member,1052183.59,1,3,OTA,Confirmed,1052183.59
BKG09036,2024-12-31,2026-06-02,2026-06-05,Standard,Early Bird (> 30 days) + Member,1101740.91,3,2,Direct,Cancelled,0.0
BKG09037,2024-12-31,2026-06-02,2026-06-09,Standard,Early Bird (> 30 days),1136564.7,7,1,OTA,Confirmed,7955952.899999999
BKG09038,2024-12-31,2026-06-02,2026-06-05,Standard,Early Bird (> 30 days),1249424.52,3,1,Website,Cancelled,0.0
BKG09039,2024-12-31,2026-06-02,2026-06-05,Deluxe,Early Bird (> 30 days),1381188.25,3,1,OTA,Confirmed,4143564.75
BKG09040,2024-12-31,2026-06-02,2026-06-06,Deluxe,Early Bird (> 30 days),1375939.65,4,3,OTA,Confirmed,5503758.6
BKG09041,2024-12-31,2026-06-02,2026-06-06,Deluxe,Early Bird (> 30 days) + Member,1208053.13,4,1,OTA,Confirmed,4832212.52
BKG09042,2024-12-31,2026-06-03,2026-06-08,Standard,Early Bird (> 30 days),1194839.05,5,3,Website,Confirmed,5974195.25
BKG09043,2024-12-31,2026-06-03,2026-06-05,Standard,Early Bird (> 30 days),1238028.2,2,2,Direct,Confirmed,2476056.4
BKG09044,2024-12-31,2026-06-03,2026-06-09,Standard,Early Bird (> 30 days) + Member,1074115.68,6,1,Direct,Confirmed,6444694.08
BKG09045,2024-12-31,2026-06-03,2026-06-04,Standard,Early Bird (> 30 days),1210756.81,1,1,Website,Confirmed,1210756.81
BKG09046,2024-12-31,2026-06-03,2026-06-06,Standard,Early Bird (> 30 days) + Member,1124829.68,3,2,OTA,Cancelled,0.0
BKG09047,2024-12-31,2026-06-03,2026-06-08,Standard,Early Bird (> 30 days),1199042.7,5,2,Website,Confirmed,5995213.5
BKG09048,2024-12-31,2026-06-03,2026-06-08,Standard,Early Bird (> 30 days),1230313.51,5,1,Website,Confirmed,6151567.55
BKG09049,2024-12-31,2026-06-03,2026-06-04,Standard,Early Bird (> 30 days),1195193.12,1,1,OTA,Confirmed,1195193.12
BKG09050,2024-12-31,2026-06-03,2026-06-04,Standard,Early Bird (> 30 days) + Member,1100195.56,1,2,Direct,Confirmed,1100195.56
BKG09051,2024-12-31,2026-06-03,2026-06-06,Standard,Early Bird (> 30 days),1251316.9,3,3,OTA,Confirmed,3753950.6999999997
BKG09052,2024-12-31,2026-06-03,2026-06-05,Standard,Early Bird (> 30 days),1160292.2,2,3,Website,Confirmed,2320584.4
BKG09053,2024-12-31,2026-06-03,2026-06-07,Standard,Early Bird (> 30 days),1219468.23,4,1,OTA,Cancelled,0.0
BKG09054,2024-12-31,2026-06-03,2026-06-06,Standard,Early Bird (> 30 days) + Member,1119870.0,3,1,Website,Confirmed,3359610.0
BKG09055,2024-12-31,2026-06-03,2026-06-04,Standard,Early Bird (> 30 days) + Member,1123643.54,1,2,Website,Cancelled,0.0
BKG09056,2024-12-31,2026-06-03,2026-06-06,Standard,Early Bird (> 30 days) + Member,1073544.37,3,1,Website,Cancelled,0.0
BKG09057,2024-12-31,2026-06-03,2026-06-05,Standard,Early Bird (> 30 days) + Member,1104521.92,2,2,Direct,Confirmed,2209043.84
BKG09058,2024-12-31,2026-06-03,2026-06-08,Deluxe,Early Bird (> 30 days),1362743.96,5,1,Direct,Confirmed,6813719.8
BKG09059,2024-12-31,2026-06-03,2026-06-07,Deluxe,Early Bird (> 30 days) + Member,1181653.32,4,2,Direct,Confirmed,4726613.28
BKG09060,2024-12-31,2026-06-03,2026-06-05,Deluxe,Early Bird (> 30 days),1357562.13,2,2,Direct,Confirmed,2715124.26
BKG09061,2024-12-31,2026-06-03,2026-06-07,Deluxe,Early Bird (> 30 days),1318131.34,4,1,Website,Confirmed,5272525.36
BKG09062,2024-12-31,2026-06-03,2026-06-10,Suite,Early Bird (> 30 days),2139535.85,7,2,Website,Confirmed,14976750.950000001
BKG09063,2024-12-31,2026-06-03,2026-06-06,Suite,Early Bird (> 30 days),2110742.55,3,2,Website,Cancelled,0.0
BKG09064,2024-12-31,2026-06-03,2026-06-09,Suite,Early Bird (> 30 days),2052824.91,6,3,Website,Confirmed,12316949.459999999
BKG09065,2024-12-31,2026-06-04,2026-06-08,Standard,Early Bird (> 30 days) + Member,1106782.52,4,1,Direct,Confirmed,4427130.08
BKG09066,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1182740.08,3,3,OTA,Confirmed,3548220.24
BKG09067,2024-12-31,2026-06-04,2026-06-05,Standard,Early Bird (> 30 days),1169394.8,1,3,OTA,Confirmed,1169394.8
BKG09068,2024-12-31,2026-06-04,2026-06-09,Standard,Early Bird (> 30 days),1188527.24,5,2,Website,Confirmed,5942636.2
BKG09069,2024-12-31,2026-06-04,2026-06-06,Standard,Early Bird (> 30 days),1165172.97,2,3,OTA,Confirmed,2330345.94
BKG09070,2024-12-31,2026-06-04,2026-06-05,Standard,Early Bird (> 30 days) + Member,1105510.97,1,2,OTA,Confirmed,1105510.97
BKG09071,2024-12-31,2026-06-04,2026-06-09,Standard,Early Bird (> 30 days),1190462.83,5,3,Website,Confirmed,5952314.15
BKG09072,2024-12-31,2026-06-04,2026-06-09,Standard,Early Bird (> 30 days),1243156.61,5,3,Website,Confirmed,6215783.050000001
BKG09073,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1204828.75,3,1,OTA,Confirmed,3614486.25
BKG09074,2024-12-31,2026-06-04,2026-06-06,Standard,Early Bird (> 30 days),1235923.5,2,3,OTA,Confirmed,2471847.0
BKG09075,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1245388.8,3,1,OTA,Confirmed,3736166.4000000004
BKG09076,2024-12-31,2026-06-04,2026-06-10,Standard,Early Bird (> 30 days) + Member,1039214.71,6,1,Website,Confirmed,6235288.26
BKG09077,2024-12-31,2026-06-04,2026-06-05,Standard,Early Bird (> 30 days),1243335.8,1,2,Website,Confirmed,1243335.8
BKG09078,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1249094.94,3,2,Walk-in,Confirmed,3747284.82
BKG09079,2024-12-31,2026-06-04,2026-06-08,Standard,Early Bird (> 30 days) + Member,1101615.8,4,2,Direct,Confirmed,4406463.2
BKG09080,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1249885.92,3,1,Walk-in,Confirmed,3749657.76
BKG09081,2024-12-31,2026-06-04,2026-06-08,Standard,Early Bird (> 30 days),1162195.88,4,3,Website,Confirmed,4648783.52
BKG09082,2024-12-31,2026-06-04,2026-06-09,Standard,Early Bird (> 30 days) + Member,1064165.81,5,3,Website,Confirmed,5320829.050000001
BKG09083,2024-12-31,2026-06-04,2026-06-10,Standard,Early Bird (> 30 days),1137379.94,6,1,OTA,Confirmed,6824279.64
BKG09084,2024-12-31,2026-06-04,2026-06-08,Standard,Early Bird (> 30 days),1220014.77,4,2,Walk-in,Confirmed,4880059.08
BKG09085,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days) + Member,1020570.86,3,1,Direct,Confirmed,3061712.58
BKG09086,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days) + Member,1038598.46,3,1,Direct,Confirmed,3115795.38
BKG09087,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days) + Member,1105481.5,3,1,Website,Confirmed,3316444.5
BKG09088,2024-12-31,2026-06-04,2026-06-09,Standard,Early Bird (> 30 days),1239348.31,5,2,Direct,Confirmed,6196741.550000001
BKG09089,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1161647.61,3,2,Website,Confirmed,3484942.83
BKG09090,2024-12-31,2026-06-04,2026-06-06,Standard,Early Bird (> 30 days),1140988.77,2,3,Direct,Confirmed,2281977.54
BKG09091,2024-12-31,2026-06-04,2026-06-07,Standard,Early Bird (> 30 days),1134166.74,3,2,Website,Confirmed,3402500.2199999997
BKG09092,2024-12-31,2026-06-04,2026-06-08,Standard,Early Bird (> 30 days),1248482.72,4,2,Website,Confirmed,4993930.88
BKG09093,2024-12-31,2026-06-04,2026-06-07,Deluxe,Early Bird (> 30 days),1318719.96,3,1,Website,Confirmed,3956159.88
BKG09094,2024-12-31,2026-06-04,2026-06-07,Deluxe,Early Bird (> 30 days),1411786.56,3,1,OTA,Cancelled,0.0
BKG09095,2024-12-31,2026-06-04,2026-06-11,Suite,Early Bird (> 30 days),2003779.03,7,3,Walk-in,Confirmed,14026453.21
BKG09096,2024-12-31,2026-06-04,2026-06-06,Suite,Early Bird (> 30 days),2138941.96,2,1,Website,Confirmed,4277883.92
BKG09097,2024-12-31,2026-06-05,2026-06-08,Standard,Early Bird (> 30 days) + Member,1074089.27,3,2,Website,Cancelled,0.0
